organisation,transparency_reg_id,source_type,preproposal_meetings_total,preproposal_meetings_commission,preproposal_meetings_ep,article_type,article_number,article_title,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
ARTICLE 19,594787238502-76,hys_feedback,2,2,0,article,14,Requests for enforcement of obligations by video-sharing platforms,0.849783,"Establishes a cross-border enforcement cooperation mechanism between national regulatory authorities for video-sharing platform obligations, including a mediation and opinion procedure via the Board.",UNDETECTABLE,"The org advocates for independent and accountable national regulatory authorities, EU-level harmonised enforcement, and inclusive stakeholder consultation — positions that are broadly related to the regulatory architecture this provision creates. However, the org's text does not specifically address cross-border enforcement requests between national authorities or the mediation/opinion mechanism established in Article 14, making it genuinely unclear whether the provision satisfies, contradicts, or ignores the org's specific advocacy positions.",1,False
ARTICLE 19,594787238502-76,hys_feedback,2,2,0,article,15,Guidance on media regulation matters,0.870994,"Establishes the Board's role in fostering best practices, assisting the Commission with guidelines, and facilitating stakeholder cooperation on media regulation matters, including on media ownership transparency and audiovisual prominence.",ALIGNED,"ARTICLE 19 explicitly advocates for transparent and inclusive stakeholder consultation by ERGA/the Board, and for EU-level action on media ownership transparency. Article 15 directly responds to both: it requires the Board to consult stakeholders when fostering best practices (Art. 15(1)), and specifically tasks the Board with assisting the Commission on making media ownership information accessible (Art. 15(2)(b)), aligning with ARTICLE 19's call for an EU-level registry on media ownership.",1,False
ARTICLE 19,594787238502-76,hys_feedback,2,2,0,article,16,Coordination of measures concerning media service providers established outside the Union,0.864505,"Establishes a coordination mechanism through the Board for national regulatory measures concerning media service providers established outside the Union that pose risks to public security and defence, with the Board able to issue opinions that national authorities must take into account.",NOISE,"The org's position focuses on PSM independence, regulator accountability, ownership restrictions, and diversity of exposure — none of which directly address the coordination of measures against non-EU media service providers posing security risks. The org text contains no substantive advocacy position on the specific mechanism established by Article 16, making the connection to this provision's subject matter absent or unrelated.",1,False
ARTICLE 19,594787238502-76,hys_feedback,2,2,0,article,17,Content of media service providers on very large online platforms,0.866367,"Establishes a self-declaration mechanism for media service providers on very large online platforms, requiring platforms to prioritise complaints, communicate reasons for suspensions, engage in dialogue, and publish transparency reports regarding content restrictions.",NOISE,"ARTICLE 19's position specifically advocates for structural unbundling of large platform services (functional separation of hosting from content curation) and user opt-in mechanisms — a structural remedy that Article 17 does not address at all. Article 17 instead creates a self-declaration and complaint-handling framework for media service providers on VLOPs. The org's position contains no specific stance on declaration mechanisms, suspension procedures, or transparency reporting, making the subjects substantively unrelated.",1,False
ARTICLE 19,594787238502-76,hys_feedback,2,2,0,article,20,National measures affecting the operation of media service providers,0.86471,"Requires national measures affecting media service providers to be justified, proportionate, transparent, non-discriminatory, and subject to appeal before an independent body, while also enabling Board and Commission oversight of such measures.",ALIGNED,"ARTICLE 19 explicitly calls for common criteria on administrative decisions affecting media outlets, including non-discrimination and proportionality, and for justified restrictions by Member States — which is precisely what Article 20 establishes by requiring national measures to be justified, proportionate, transparent, and non-discriminatory, with independent appeal mechanisms. The provision directly delivers the specific criteria the organisation advocated for regarding administrative decisions affecting media outlets.",1,False
ARTICLE 19,594787238502-76,hys_feedback,2,2,0,article,21,Assessment of media market concentrations,0.874182,"Requires Member States to establish substantive and procedural rules for assessing media market concentrations' impact on media pluralism and editorial independence, with harmonised criteria, advance notification, and involvement of national regulatory authorities, distinct from competition law assessments.",ALIGNED,"ARTICLE 19 explicitly advocates for harmonised procedures requiring Member States to systematically assess the impact of media market transactions on media pluralism, including a public interest test with harmonised criteria — which is precisely what Article 21 establishes. The provision directly delivers on the organisation's specific ask for mandatory, harmonised, pluralism-focused assessments of media market concentrations, including objective and non-discriminatory criteria applied consistently across Member States.",1,False
ARTICLE 19,594787238502-76,hys_feedback,2,2,0,article,24,Allocation of state advertising,0.862225,"Establishes transparent, objective, non-discriminatory criteria for allocating state advertising, requires public disclosure of advertising expenditure details, and mandates monitoring by national regulatory authorities.",ALIGNED,"ARTICLE 19 explicitly recommended that the EU framework include clear, objective and non-discriminatory allocation requirements, wide transparency on amounts and criteria, and a monitoring system by independent bodies — all of which Article 24 directly delivers through its non-discriminatory allocation criteria (para. 1), detailed public disclosure obligations (para. 2), and NRA monitoring mandate (para. 3). The provision responds point-by-point to the organisation's specific asks.",1,False
ARTICLE 19,594787238502-76,hys_feedback,2,2,0,article,5,Safeguards for the independent functioning of public service media providers,0.881983,"Establishes safeguards for public service media providers, including requirements for impartial information provision, transparent and non-discriminatory appointment procedures for management, adequate and stable financial resources to safeguard editorial independence, and designation of independent monitoring authorities.",ALIGNED,"ARTICLE 19 explicitly advocates for legislative guarantees of political, operational, and financial independence of public service media, a participatory and transparent appointment process for governance and managerial structures, adequate funding, and institutional autonomy with independent regulatory oversight. Article 5 directly delivers on each of these specific asks: it mandates transparent, open, and non-discriminatory appointment procedures; requires adequate and stable financial resources to safeguard editorial independence; and requires Member States to designate independent monitoring authorities — closely mirroring the organisation's concrete advocacy positions.",2,False
Bitkom e.V.,5351830264-31,hys_feedback,0,0,0,article,19,Right of customisation of audiovisual media offer,0.846468,"Establishes a user right to easily change default settings on devices and user interfaces to customise their audiovisual media offer, and requires manufacturers/developers to include such functionality when placing devices on the market.",OPPOSING,"Bitkom explicitly argues that prominence regulations at Member State level should not interfere with the ""design sovereignty of media (platform) service providers and device manufacturers"" and calls for fully harmonised, clear requirements that enable consistent product design. Article 19 imposes a mandatory customisation functionality requirement on device manufacturers and UI developers, directly constraining their design choices — which is precisely the type of regulatory intervention into device/UI design that Bitkom opposes. The provision thus does the opposite of what Bitkom advocates (i.e., limiting regulatory interference with manufacturer design sovereignty).",1,False
Bitkom e.V.,5351830264-31,hys_feedback,0,0,0,article,22,Opinions on media market concentrations,0.869191,"Establishes a mechanism whereby the Board, upon Commission request, draws up opinions on the impact of media market concentrations on media pluralism and editorial independence, with the Commission able to issue its own opinion, both made publicly available.",OPPOSING,"Bitkom explicitly argues there is ""no evidence for market failure related to concentration of media ownership which justifies new regulation in the media entertainment sector,"" directly opposing the creation of a new oversight mechanism for media market concentrations. The provision establishes exactly such a regulatory instrument — a Board opinion process on media market concentrations — which Bitkom argues is unjustified, at least for the entertainment sector.",1,False
Bitkom e.V.,5351830264-31,hys_feedback,0,0,0,article,25,Monitoring exercise,0.858374,"Establishes an annual independent monitoring exercise of the internal media market, including analysis of media concentration, foreign information manipulation risks, and editorial independence measures, with results made publicly available.",ALIGNED,"Bitkom explicitly calls for an ""evidence-based assessment of the status quo"" to define targeted goals and measures, and questions whether media concentration regulation is justified — directly corresponding to the provision's requirement to monitor and analyse media concentration and resilience. The provision's monitoring mechanism, including its analysis of media concentration risks, responds to Bitkom's advocacy for evidence-based assessment before regulatory intervention, aligning with their directional ask for empirical grounding of EMFA measures.",1,False
Bouygues Europe,91216972728-77,hys_feedback,0,0,0,article,17,Content of media service providers on very large online platforms,0.87375,"Establishes obligations for very large online platforms to provide a declaration functionality for media service providers, communicate reasons for content suspensions, process complaints with priority, engage in dialogue, and publish annual transparency reports regarding restrictions on media service providers' content.",NOISE,"Bouygues Europe's position focuses specifically on opposing anti-concentration measures for European broadcasters and advocating for their ability to scale up and consolidate. Article 17 addresses the relationship between very large online platforms and media service providers (declaration mechanisms, suspension procedures, transparency), which is a distinct subject from media concentration rules. The org text contains no specific advocacy position on platform obligations toward media service providers, making this a subject mismatch rather than a genuine connection.",1,False
Bouygues Europe,91216972728-77,hys_feedback,0,0,0,article,18,Structured dialogue,0.840615,"Establishes a structured dialogue organised by the Board between very large online platform providers, media service providers, and civil society to discuss best practices, foster access to diverse independent media, and monitor self-regulatory initiatives against harmful content including disinformation.",NOISE,"The organisation's position focuses specifically on opposing anti-concentration measures for European broadcasters and advocating for their ability to scale up and compete with large platforms. The provision establishes a structured dialogue mechanism between platforms, media providers, and civil society — a topic on which Bouygues Europe expresses no specific directional stance. While both texts touch broadly on the media ecosystem and large online platforms, the org's advocacy does not address structured dialogue or self-regulatory monitoring mechanisms in any way.",1,False
Bouygues Europe,91216972728-77,hys_feedback,0,0,0,article,23,Audience measurement,0.876797,"Establishes transparency, impartiality, and verifiability principles for audience measurement systems, requiring proprietary providers to share methodology details and encouraging codes of conduct with independent audits.",ALIGNED,"Bouygues explicitly advocates for independent and neutral audience measurement systems with comparable, third-party measurements across audiovisual publishers and platforms — the provision directly responds to this by mandating transparency, impartiality, verifiability, and independent audits for audience measurement systems. The org's specific call for independent, neutral measurement aligns clearly with the provision's concrete requirements for transparency and independent auditing of audience measurement methodologies.",1,False
CEN,63623305522-13,hys_feedback,0,0,0,article,2,Definitions,0.854698,"Establishes a comprehensive set of definitions for key terms used throughout the European Media Freedom Act regulation, including 'media service', 'media service provider', 'editorial responsibility', 'spyware', and others.",NOISE,"The org text describes requirements from a technical standard (JTI/CWA 17493) about media outlet identity and transparency disclosures, which is background/descriptive content rather than a specific advocacy position directed at EU legislation. The provision is a definitional article, and the org text does not advocate for or against any specific definition or definitional framework in EU law.",1,False
CORPORACION RTVE,068612444228-20,hys_feedback,0,0,0,article,1,Subject matter and scope,0.862003,"Establishes the scope of the European Media Freedom Act, including its relationship to other EU legislative instruments (DSA, DMA, AVMSD, etc.) and the possibility for Member States to adopt more detailed rules in certain fields.",ALIGNED,"RTVE explicitly raises concerns about the overlap and potential conflicts between media regulation and other EU legal frameworks (e-commerce, electronic communications, audiovisual media services, data protection directives), which is precisely what Article 1(2) addresses by clarifying the relationship between this Regulation and those other instruments. The provision directly responds to the org's concern about regulatory fragmentation and conflicts across overlapping legal regimes by delineating the scope and non-affectation clauses.",1,False
CORPORACION RTVE,068612444228-20,hys_feedback,0,0,0,article,12,Tasks of the Board,0.87031,"Establishes the tasks of the European Board for Media Services, including supporting the Commission, promoting regulatory cooperation, issuing opinions on media market concentrations, and fostering best practices across Member States.",NOISE,"RTVE's position expresses broad support for media freedom, pluralism, editorial independence, and citizens' access to diverse media services — general values without any specific stance on the Board's tasks, structure, or powers. There is no directional advocacy that could be evaluated against the concrete mechanisms Article 12 establishes, making this a general endorsement rather than a specific position on this provision.",1,False
CORPORACION RTVE,068612444228-20,hys_feedback,0,0,0,article,17,Content of media service providers on very large online platforms,0.864718,"Establishes a self-declaration mechanism for media service providers on very large online platforms, requiring platforms to prioritise complaints, communicate reasons for suspensions, engage in dialogue, and publish transparency reports regarding content restrictions on declared media providers.",UNDETECTABLE,"RTVE's position focuses on platforms prioritising access to content from official or verified quality sources (especially in exceptional circumstances) and combating disinformation, which shares thematic overlap with Article 17's goal of protecting media service providers on platforms. However, RTVE's specific ask is about content prioritisation and anti-disinformation measures, while Article 17 addresses procedural protections (self-declaration, suspension procedures, complaint priority, dialogue, transparency) for media providers — making it genuinely unclear whether the provision satisfies, contradicts, or simply bypasses RTVE's specific advocacy.",1,False
CORPORACION RTVE,068612444228-20,hys_feedback,0,0,0,article,2,Definitions,0.857358,"Establishes definitions for key terms used in the regulation, including 'media service', 'media service provider', 'public service media provider', 'editorial responsibility', and others.",NOISE,"The org's position advocates for the protection of public service media funding and the recognition of public service remits under national law, which is a substantive policy stance. However, Article 2 is purely definitional — it defines terms like 'public service media provider' without taking any concrete action on funding, independence, or public service missions. Path (b) for ALIGNED does not apply to purely definitional provisions, and the org's position does not specifically advocate for or against any of these definitions.",1,False
CORPORACION RTVE,068612444228-20,hys_feedback,0,0,0,article,22,Opinions on media market concentrations,0.872053,"Establishes a mechanism whereby the Board, upon Commission request, draws up opinions on the impact of media market concentrations on media pluralism and editorial independence, with those opinions made publicly available.",ALIGNED,"RTVE explicitly advocates for ensuring editorial independence and media pluralism as core objectives of the Media Freedom Act. Article 22 creates a concrete mechanism to assess media market concentrations specifically through the lens of media pluralism and editorial independence — the two pillars RTVE highlights. This is a direct institutional action in the direction the organisation advocated for, satisfying path (b) for ALIGNED.",5,False
CORPORACION RTVE,068612444228-20,hys_feedback,0,0,0,article,25,Monitoring exercise,0.863385,"Establishes an independent annual monitoring exercise of the internal market for media services, covering media concentration, foreign information manipulation, resilience, and editorial independence measures, with results made publicly available.",ALIGNED,"RTVE explicitly advocates for ensuring editorial independence, media pluralism, and the fight against disinformation as core objectives of the legislative initiative. Article 25 directly operationalises these goals by mandating independent monitoring of media concentration, foreign information manipulation, and measures taken by media service providers to guarantee editorial independence — concrete actions in the same direction as RTVE's stated positions.",1,False
CORPORACION RTVE,068612444228-20,hys_feedback,0,0,0,article,26,Evaluation and reporting,0.842645,"Establishes a periodic evaluation and reporting mechanism requiring the Commission to assess the Regulation every four years and report to EU institutions, drawing on information from Member States, the Board, and monitoring findings.",NOISE,"The organisation's text focuses on obligations for large online platforms (transparency, algorithms, activity reports, accessibility, etc.) and does not express any specific advocacy position regarding the Commission's evaluation and reporting cycle for the Regulation. The excerpts provided are entirely unrelated to the periodic review mechanism established in Article 26.",1,False
CORPORACION RTVE,068612444228-20,hys_feedback,0,0,0,article,3,Rights of recipients of media services,0.844684,"Establishes the right of recipients of media services in the Union to receive a plurality of news and current affairs content produced with respect for editorial freedom, to the benefit of public discourse.",ALIGNED,"RTVE explicitly advocates for recognising European citizens' right to receive accurate information, framing it as a fundamental right that coexists with freedom of expression and media pluralism. The provision directly establishes a legal right for recipients of media services to receive a plurality of news and current affairs content, which responds concretely to RTVE's call for codifying citizens' right to receive information, including through a pluralistic media environment.",2,False
CORPORACION RTVE,068612444228-20,hys_feedback,0,0,0,article,6,Duties of media service providers providing news and current affairs content,0.866035,"Requires media service providers offering news and current affairs content to make ownership information (including beneficial owners) easily accessible, and to take measures guaranteeing editorial independence and conflict-of-interest disclosure.",ALIGNED,"RTVE's position criticises the existing optional/permissive framework under Directive 2010/13/EU for ownership transparency, arguing it is insufficient to prevent circumvention and does not enable comprehensive monitoring of media ownership structures, including beneficial owners. Article 6 directly responds to this concern by making ownership and beneficial ownership disclosure a mandatory obligation for news and current affairs providers, moving from the permissive ""may adopt"" language RTVE criticised to a binding requirement — precisely the direction RTVE advocated for.",1,False
Centre for Media Pluralism and Media Freedom (CMPF) - European University Institute,,hys_feedback,0,0,0,article,24,Allocation of state advertising,0.860405,"Requires public authorities to allocate state advertising to media service providers according to transparent, objective, proportionate and non-discriminatory criteria, and mandates yearly public disclosure of advertising expenditure details by public entities above certain thresholds.",ALIGNED,"The org explicitly advocates for transparency obligations on state advertising by governments, public entities, and state-controlled companies, with objective criteria for fair distribution — precisely what Article 24 establishes. The org's position (point b) specifically frames state advertising as a vehicle for promoting goods/services that must nonetheless respect transparency obligations and fair distribution criteria, which directly mirrors the provision's requirements for transparent, non-discriminatory allocation and mandatory public disclosure of advertising expenditure.",1,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,1,Subject matter and scope,0.868759,"Establishes the subject matter and scope of the Regulation, including the creation of the European Board for Media Services and its relationship to other EU legislative instruments, while allowing Member States to adopt more detailed rules in certain fields.",NOISE,"The org text cited here is largely background description of the EU legislative landscape and a general call for clearer Rule of Law Report benchmarks, without a specific directional stance on the scope of the Regulation or the establishment of the European Board for Media Services. The provision is also primarily definitional/scoping in nature, and no specific advocacy position in the org text maps onto what this article concretely establishes or requires.",5,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,12,Tasks of the Board,0.862469,"Establishes the tasks of the European Board for Media Services, including supporting the Commission, promoting regulatory cooperation, issuing opinions on media market concentrations, mediating between national authorities, and organising structured dialogue with media stakeholders.",ALIGNED,"The organisation explicitly advocates for the establishment of a ""Board of Media Freedom"" as a European supranational body to monitor Member States and foster cooperation, which directly corresponds to the provision creating and defining the tasks of the Board (European Board for Media Services). The org's call for a supervisory body that promotes mutual understanding between Member States and a central Board, and that can issue tailored recommendations, aligns with the provision's concrete tasks such as promoting regulatory cooperation, issuing opinions, mediating between national authorities, and organising structured dialogue.",2,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,13,Structured cooperation,0.861797,"Establishes a structured cooperation mechanism between national regulatory authorities for mutual assistance, information exchange, and consistent application of media regulation, including accelerated procedures for serious risks and Board-mediated dispute resolution.",ALIGNED,"The organisation explicitly calls for ""consistent enforcement mechanisms at national and EU levels"" and ""full-scale, Commission-led enforcement mechanisms,"" which directly corresponds to the provision's establishment of a structured inter-authority cooperation and mutual assistance framework, including Board oversight and Commission involvement in resolving disputes. The provision takes concrete action in the direction the organisation advocated for.",3,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,14,Requests for enforcement of obligations by video-sharing platforms,0.858243,"Establishes a cross-border enforcement cooperation mechanism between national regulatory authorities for video-sharing platform obligations, including mediation and Board opinion procedures.",UNDETECTABLE,"The org advocates specifically for the independence of National Media Regulatory Authorities (NMRAs) from government, political parties, and industry, and for an enhanced role for NMRAs in the new media environment. The provision does establish a role for national regulatory authorities in cross-border enforcement cooperation, which touches on the org's interest in an enhanced NMRA role. However, the provision says nothing about the independence of these authorities, and it is genuinely unclear whether this enforcement cooperation mechanism satisfies, contradicts, or simply ignores the org's core ask about independence guarantees.",1,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,15,Guidance on media regulation matters,0.860674,"Establishes the Board's role in fostering best practices, providing expertise on media regulation matters (including ownership transparency and prominence of audiovisual services), and facilitating cooperation on technical standards related to audiovisual media services.",ALIGNED,"The org explicitly advocates for transparency of beneficial ownership in media companies, and Article 15(2)(b) specifically tasks the Board with providing expertise on ""making information accessible on the ownership structure of media service providers"" — directly responding to the org's ownership transparency position. While the org's broader concerns (market concentration, financing structures) are not fully addressed, there is a clear and specific tie between the org's ownership transparency advocacy and the provision's concrete action in that direction.",4,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,16,Coordination of measures concerning media service providers established outside the Union,0.866915,"Establishes a coordination mechanism whereby the Board coordinates national regulatory measures concerning media service providers established outside the Union that pose risks to public security and defence, and may issue opinions on appropriate national measures.",UNDETECTABLE,"The org advocates for a multi-level, Commission-led enforcement mechanism with a 'Board of Media Freedom' that monitors media freedom and pluralism and delivers recommendations — which shares a structural resemblance to the Board's coordinating and opinion-issuing role in Article 16. However, the org's focus is on monitoring media freedom/pluralism at the Member State level and annual Rule of Law reporting, while Article 16 specifically addresses coordination of measures against non-EU media service providers posing security risks. There is a genuine but indirect connection (both involve a supranational board coordinating national authorities), yet it is genuinely unclear whether this specific provision — focused on external/security threats rather than internal media freedom monitoring — satisfies the org's advocacy position.",2,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,17,Content of media service providers on very large online platforms,0.874113,"Establishes a self-declaration mechanism for media service providers on very large online platforms, requiring platforms to prioritise complaints, communicate reasons for suspensions, and publish transparency reports regarding restrictions on media content.",NOISE,"The organisation's text focuses specifically on the independence of National Media Regulatory Authorities (NMRAs) from government, political parties, and industry, and their enhanced supervisory role in the new media environment. This is a distinct subject from Article 17, which deals with content moderation procedures and transparency obligations for very large online platforms vis-à-vis media service providers. The org text does not express any specific advocacy position on platform-level declaration mechanisms, suspension procedures, or transparency reporting obligations that Article 17 establishes.",1,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,19,Right of customisation of audiovisual media offer,0.840648,"Establishes a user right to easily change default settings on devices and user interfaces to customise their audiovisual media offer, and requires manufacturers/developers to include such functionality.",NOISE,"The organisation's text is purely a bibliographic footnote referencing the Audiovisual Media Services Directive (2018/1808), containing no substantive advocacy position or directional stance on user customisation rights or default settings. There is no specific ask or argument that can be evaluated against the provision.",1,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,2,Definitions,0.867115,"Establishes a set of definitions for key terms used throughout the European Media Freedom Act regulation, including 'media service', 'media service provider', 'public service media provider', 'spyware', 'serious crime', and others.",NOISE,"The legislative provision is purely definitional, establishing no concrete obligations or rights — it only defines terms for use elsewhere in the regulation. The organisation's position expresses general values about media freedom, pluralism, disinformation, and the role of Public Service Media, but does not advocate for any specific definitional choices or take a directional stance on how terms should be defined in the regulation.",6,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,20,National measures affecting the operation of media service providers,0.868153,"Requires national measures affecting media service providers to be justified, proportionate, transparent, and non-discriminatory, with clear timeframes, appeal rights to an independent body, and oversight mechanisms involving the Board and Commission.",ALIGNED,"The organisation explicitly calls for ""consistent enforcement mechanisms at national and EU levels"" and ""Commission-led enforcement mechanisms"" regarding media freedom and pluralism. Article 20 directly establishes such mechanisms by requiring national measures to be proportionate and transparent, creating appeal rights to independent bodies, and empowering the Board and Commission to issue opinions on national measures — concrete action in the direction the org advocated for.",3,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,25,Monitoring exercise,0.869953,"Establishes an independent annual monitoring exercise of the internal market for media services, including media concentration and resilience, conducted by the Commission in consultation with the Board, with results made publicly available.",ALIGNED,"The organisation specifically advocated for annual monitoring of media freedom and pluralism led by a Commission-level body with independent expert involvement, and the provision directly delivers this by mandating an independent, Commission-led annual monitoring exercise covering media market resilience and concentration, in consultation with the Board. Both the annual cadence, the Commission-led structure, and the involvement of a Board body closely mirror the organisation's specific asks.",2,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,27,Amendments to Directive 2010/13/EU,0.84493,"Amends Directive 2010/13/EU by deleting Article 30b, redirecting references to that article to Article 12 of the new Regulation, and replacing references to ERGA with references to the new European Board for Media Services.",NOISE,"The organisation's text is purely a footnote citation referencing the Audiovisual Media Services Directive, containing no substantive advocacy position or directional stance on the amendments made by this provision. It is administrative/bibliographic text with no specific policy ask.",1,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,3,Rights of recipients of media services,0.841512,"Establishes the right of recipients of media services in the Union to receive a plurality of news and current affairs content produced with respect for editorial freedom, to the benefit of public discourse.",NOISE,"The organisation's text does not express a specific advocacy position on recipients' rights to media plurality; it focuses on improving Rule of Law Report benchmarks, public service media capture, state advertising, and journalist protection. The background section offers only general endorsements of free and plural media without a directional stance on codifying recipients' rights, making it too general to constitute specific alignment or opposition to this provision.",1,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,4,Rights of media service providers,0.857392,"Establishes rights for media service providers to operate freely in the internal market, protects their editorial freedom from Member State interference, and prohibits surveillance, spyware deployment, and source-disclosure coercion against media service providers, with an independent complaint-handling mechanism.",UNDETECTABLE,"The org's position focuses on specific asks such as anti-SLAPP measures, Commission-led enforcement mechanisms, annual Rule of Law monitoring, and whistleblower-style protections — none of which are directly addressed by Article 4's provisions on editorial freedom, spyware prohibition, and source protection. While both the org and the provision broadly concern media freedom, the org's specific advocacy positions do not clearly align with or oppose the concrete mechanisms Article 4 establishes, making the directional relationship genuinely ambiguous.",7,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,5,Safeguards for the independent functioning of public service media providers,0.869992,"Establishes concrete safeguards for public service media providers, including requirements for impartial information provision, transparent appointment and dismissal procedures for management, adequate and stable financial resources, and independent monitoring bodies.",ALIGNED,"The organisation explicitly advocates for protecting public service media (PSM) as pillars of trust, democratic mission, and editorial independence, calling for measures to protect media freedom and pluralism. Article 5 takes concrete action in exactly that direction by establishing structural safeguards — transparent appointments, protection from arbitrary dismissal, stable financing, and independent oversight — that directly operationalise the editorial independence and democratic functioning of PSM the organisation advocates for.",1,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,6,Duties of media service providers providing news and current affairs content,0.865132,"Requires media service providers offering news and current affairs content to disclose ownership information, take measures to guarantee editorial independence, and ensure disclosure of conflicts of interest.",ALIGNED,"The organisation explicitly advocates for EU legislative intervention to protect media freedom, editorial independence, and reliable information sources, including concerns about foreign interference and hidden corruption — all of which the provision directly addresses through mandatory ownership transparency and editorial independence measures. The provision takes concrete action in the direction the organisation advocated for, namely ensuring that reliable, independent media systems are safeguarded through regulatory requirements.",3,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,7,National regulatory authorities or bodies,0.865967,"Requires Member States to ensure national regulatory authorities have adequate financial, human, and technical resources, and appropriate investigative powers to carry out their tasks under the Regulation.",ALIGNED,"The organisation explicitly advocates that ""NRMAs are well-financed and well-staffed to ensure independence and high expertise,"" which directly corresponds to Article 7(3)'s requirement that Member States ensure national regulatory authorities have adequate financial, human, and technical resources. This is a specific, directional ask that the provision concretely delivers.",3,False
